No,Text,Target
1780,oh my gosh what a novel idea when did this idea come up who thought of this how exciting sarcasm,1
1781,i just looovvveee when boys ask me if i m upset because i m on my period it really makes me feel like they get me sarcasm,1
1782,ummm my best guess they carry it out,1
1783,syria stopwars stopsupportingterrorist sarcasm,1
1784,that group looks absolutely thrilled to be there sarcasm,1
1785,seaotter swag beer koozies,1
1786,you got a book i got put on the christmas card list the year i wrote ni,1
1787,yes because allowing fracking creates more jobs and keeps the environment clean sarcasm,1
1788,i love when i hear the p k trade is the reason we lost stfu youknownothing sarcasm habs,1
1789,if you think i m being sarcastic i probably am sarcasm,1
1790,productive use of capital example of why u s productivity is fading sarcasm,1
1791,lol funny comedy sarcasm hours after you started your new diet,1
1792,nuge s playoff beard is growing in nicely sarcasm oilers,1
1793,man i love being cheered up after a terrible night sarcasm,1
1794,if i may love what life for your parents ever sarcasm insults,1
1795,josh thole bringhimback toosoon sarcasm,1
1796,why not be fair and list what he did the other days sarcasm,1
1797,that and if he can get russia to pay for his border wall he might get more support for it lol sarcasm,1
1798,as long as beauty is defined as oil covered fields,1
1799,can we talk about that phantom buzzer at in the th now no way mills jacks up a without it at least there s the l m report sarcasm,1
1800,lol funny comedy sarcasm how i solve all my problems,1
1801,so,1
1802,lol funny comedy sarcasm i hope you find dollars today,1
1803,live episode on spreaker of sarcasm side,1
1804,no lies sarcasm,1
1805,looks like you made lots of new friends tonight sarcasm,1
1806,time the overreacting amp should clearly fold they will never win another game sarcasm nhlplayoffs,1
1807,thanks for showing up to help your team sarcasm habs habsessed habsession gohabsgo montreal canadiens nhl,1
1808,at least have top farm system in mlob sarcasm,1
1809,just trade him,1
1810,the best part sarcasm,1
1811,humans can be so hateful and self serving they eventually will cause their own extinction imanaliensoidontcount sarcasm,1
1812,where are the stars flatearth fox sarcasm,1
1813,also,1
1814,woke up late and i love it funny sarcasm sunday weekend,1
1815,gosh i am loving this rain sarcasm,1
1816,i was so excited for today,1
1817,i need more vinyls sarcasm recordstoreday,1
1818,lol funny comedy sarcasm youre so polite thank you i have anxiety,1
1819,what has the world come to sarcasm,1
1820,so pro life sarcasm,1
1821,because the last outs matter more sarcasm dumbstat,1
1822,valuable article i confess i use sarcasm which is included in item,1
1823,lol funny comedy sarcasm me i need to stop going out so much and start studying,1
1824,friend you wanna come ou,1
1825,wow an air purifier thanks just what i always wanted sarcasm theperfectcatch springfling,1
1826,x exactly they should be like their role models and clap when they miss sarcasm,1
1827,lol funny comedy sarcasm still wondering how they made this movie,1
1828,ep i guess my sarcasm was lost there eh,1
1829,this is the most intense spring game i ve ever witnessed sarcasm,1
1830,thank you some days it s all i have sarcasm,1
1831,ttys good thing they were totally fair this year sarcasm,1
1832,london attack racism islam muslim eu nato un msm obama trump soros france,1
1833,of course they re paid protesters since science is so flush with cash sarcasm,1
1834,lol funny comedy sarcasm done with,1
1835,done with,1
1836,done with,1
1837,bot wow look at all the fucks i give sarcasm,1
1838,how did they get the clearly flat earth to look so curved flatearthday sarcasm,1
1839,are the hawks alive yet sarcasm,1
1840,claimed that his uncle aided in the liberation of auschwitz talk about russian ties sarcasm,1
1841,i forget how attractive i am sarcasm singlegay,1
1842,wonder how many giving up their virginity tonight sarcasm,1
1843,lol funny comedy sarcasm actual picture of how well i m keeping it together rn,1
1844,thanks for not telling the officer that you have an open wound after he touched it livepd sarcasm,1
1845,so i wonder why the apollo is not going sarcasm,1
1846,lol funny comedy sarcasm people who make you feel better about yourself when you re sad are so important,1
1847,you know it,1
1848,beingresponsible desginateddriver sarcasm,1
1850,aww damn the astro s lost that breaks my heart sarcasm,1
1851,of course,1
1852,no no don t u know anything if u don t throw gas u have no shot and if u hit a gb you re horr,1
1853,gotta love time wasters sarcasm,1
1854,but can t they survive on all the veggies amp grnd beef they can eat at the local store sarcasm sealhunt,1
1855,karma s just sharpening her nails and finishing her drink,1
1856,she says she ll be with you shortly,1
1857,sarcasm karma,1
1858,are you joking,1
1859,there are plenty of jobs,1
1860,tog lol yeah right sarcasm p,1
1861,so shocked marchforscience didn t make front page news sarcasm,1
1862,clemson also lost their heisman finalist qb along with a few others sure totally should be automatic favorites sarcasm,1
1863,lol funny comedy sarcasm hears amp sees what drunk me did that wasn t me that was patricia,1
1864,chris young spiked jonathan schoop on that steal dirtiest player ever he should die sarcasm justcallmeasoxfan,1
1865,my wife thought this would be good in my shop sarcasm happydaddy video projectvideo garage,1
1866,awk what a surprise sarcasm,1
1867,i m supposed to get excited when a harvard man squares off with a kid from new canaan rangers habs sarcasm,1
1868,shawn estes if you catch it off the wall it s an out,1
1869,sarcasm sfgiants mlb,1
1870,lol funny comedy sarcasm hint hint,1
1871,lol funny comedy sarcasm if you are dating one of my girls just know that your arguments are displayed in our group chat and as a team,1
1872,the media is not biased against presidenttrump sarcasm abc cbs nbc,1
1873,sarcasm but true liberlsalllie,1
1874,all of them sarcasm,1
1875,lol funny comedy sarcasm i have abs olutely nothing,1
1876,because removing any appropriate except comey is such a priority sarcasm,1
1877,i am running on kitkats,1
1878,there are some people like this in the world,1
1879,dog pet people sorry funny humor sarcasm truth,1
1880,it s funny how there s been two bits of trouble at port vale in as many weeks nottheirfault sarcasm wankers fuckoffportvale,1
1881,lifeinpieces huge fan of ser so happy that they kept the coming up next teaser,1
1882,great idea,1
1883,oh noes how dare a man idolize his father oh the horror sarcasm,1
1884,it s said that sarcasm is the lowest form of wit to that i say no,1
1885,tonight s insomniac movie is,1
1886,get out,1
1887,should help me sleep sarcasm,1
1888,me either im painfully honest to people guess thats why i have so many friends sarcasm,1
1889,oh so i gu,1
1890,lol funny comedy sarcasm me after doing absolutely nothing,1
1891,this is my favorite customer service sarcasm you deleted your response,1
1892,they re desperate for a ratings surge and gotta lure back that horny hetero housewife demo somehow so,1
1893,hey amp eric collins can you drum up some more excitement in this softball sarcasm roadtowcws,1
1894,robert what a novel idea you mean we can talk to scientists and get their expertise on iss,1
1895,i am not happy all the action is at the other end of the field nycvjax nycosmos sarcasm,1
1896,lol funny comedy sarcasm hit it fergie,1
1897,me allthetimeicomearoundbrothasgatherroundalwayslookinatmeupanddo,1
1898,from me,1
1899,lol meme hahaha haha devilzsmile hilarious sarcasm,1
1900,wow gay men excited to see bette midler in hello dolly interesting sarcasm,1
1901,great but let s make sure young families still trying to get out of student debt have to pay it sarcasm,1
1902,couldn t have asked for better weather sarcasm,1
1903,but you took away all those coal jobs sarcasm,1
1904,lol funny comedy sarcasm me does nothing for five days,1
1905,me today is a me day i deserve it i need to relax,1
1906,i would never have seen this coming sarcasm,1
1907,mcdowell geez,1
1908,that ukip surge keeps going strong sarcasm,1
1909,bought my vote then sarcasm ge,1
1910,the classiest people support like the classacts and thats sarcasm,1
1911,red sox fans are keeping it classy tonight sarcasm,1
1912,yay rain sarcasm,1
1913,i m shocked sarcasm,1
1914,then you simply must have them sarcasm theyrestilljorts jorts,1
1915,lol funny comedy sarcasm when you thought everything would be easy peasy lemon squeezy but it s actually diffi,1
1916,i fluently speak sarcasm so i second this suggestion all agreed say i,1
1917,that s not earth earth is flat said the earth is flat that earth is round the earth is flat,1
1918,father of all bombs is a direct sexist attack on women everywhere,1
1919,lol funny comedy sarcasm if i died today would you be satisfied with the last conversation we had let that sink in,1
1920,glad to know your there when things haven t been easy sarcasm,1
1921,and stop punching those klan s men that s racist sarcasm,1
1922,lol funny comedy sarcasm rt whennboys dave franco is a whole new level of perfect,1
1923,lol funny comedy sarcasm rt whennboys i want a german shepherd husky,1
1924,thou shalt never have opinions ever sarcasm,1
